api_full_name,api_doc_text
tensorflow.RaggedTensor.with_row_splits_dtype,"Returns a copy of this RaggedTensor with the given `row_splits` dtype.

    For RaggedTensors with multiple ragged dimensions, the `row_splits` for all
    nested `RaggedTensor` objects are cast to the given dtype.

    Args:
      dtype: The dtype for `row_splits`.  One of `tf.int32` or `tf.int64`.

    Returns:
      A copy of this RaggedTensor, with the `row_splits` cast to the given
      type.
    "
tensorflow.RaggedTensor.with_values,"Returns a copy of `self` with `values` replaced by `new_value`.

    Preserves cached row-partitioning tensors such as `self.cached_nrows` and
    `self.cached_value_rowids` if they have values.

    Args:
      new_values: Potentially ragged tensor to use as the `values` for the
        returned `RaggedTensor`.  Must have `rank > 0`, and must have the same
        number of rows as `self.values`.

    Returns:
      A `RaggedTensor`.  `result.rank = 1 + new_values.rank`.
      `result.ragged_rank = 1 + new_values.ragged_rank`
    "
tensorflow.RaggedTensorSpec.placeholder_value,"Value used for tracing a function signature with this TraceType.

    WARNING: Do not override.

    Args:
      placeholder_context: A class container for context information when
        creating a placeholder value.

    Returns:
      A `CompositeTensor` placeholder whose components are recursively composed
        of placeholders themselves.
    "
tensorflow.SparseTensor.eval,"Evaluates this sparse tensor in a `Session`.

    Calling this method will execute all preceding operations that
    produce the inputs needed for the operation that produces this
    tensor.

    *N.B.* Before invoking `SparseTensor.eval()`, its graph must have been
    launched in a session, and either a default session must be
    available, or `session` must be specified explicitly.

    Args:
      feed_dict: A dictionary that maps `Tensor` objects to feed values. See
        `tf.Session.run` for a description of the valid feed values.
      session: (Optional.) The `Session` to be used to evaluate this sparse
        tensor. If none, the default session will be used.

    Returns:
      A `SparseTensorValue` object.
    "
tensorflow.SparseTensorSpec.placeholder_value,"Value used for tracing a function signature with this TraceType.

    WARNING: Do not override.

    Args:
      placeholder_context: A class container for context information when
        creating a placeholder value.

    Returns:
      A `CompositeTensor` placeholder whose components are recursively composed
        of placeholders themselves.
    "
tensorflow.TensorArray.gather,"Return selected values in the TensorArray as a packed `Tensor`.

    All of selected values must have been written and their shapes
    must all match.

    Args:
      indices: A `1-D` `Tensor` taking values in `[0, max_value)`.  If the
        `TensorArray` is not dynamic, `max_value=size()`.
      name: A name for the operation (optional).

    Returns:
      The tensors in the `TensorArray` selected by `indices`, packed into one
      tensor.
    "
tensorflow.TensorArray.scatter,"Scatter the values of a `Tensor` in specific indices of a `TensorArray`.

Args:
  indices: A `1-D` `Tensor` taking values in `[0, max_value)`.  If the
    `TensorArray` is not dynamic, `max_value=size()`.
  value: (N+1)-D.  Tensor of type `dtype`.  The Tensor to unpack.
  name: A name for the operation (optional).

Returns:
  A new TensorArray object with flow that ensures the scatter occurs.
  Use this object for all subsequent operations.

Raises:
  ValueError: if the shape inference fails.


Note: The output of this function should be used. If it is not, a warning will be logged or an error may be raised. To mark the output as used, call its .mark_used() method."
tensorflow.TensorArraySpec.placeholder_value,"Value used for tracing a function signature with this TraceType.

    WARNING: Do not override.

    Args:
      placeholder_context: A class container for context information when
        creating a placeholder value.

    Returns:
      A `CompositeTensor` placeholder whose components are recursively composed
        of placeholders themselves.
    "
tensorflow.TensorShape.concatenate,"Returns the concatenation of the dimension in `self` and `other`.

    *N.B.* If either `self` or `other` is completely unknown,
    concatenation will discard information about the other shape. In
    future, we might support concatenation that preserves this
    information for use with slicing.

    Args:
      other: Another `TensorShape`.

    Returns:
      A `TensorShape` whose dimensions are the concatenation of the
      dimensions in `self` and `other`.
    "
tensorflow.TensorShape.merge_with,"Returns a `TensorShape` combining the information in `self` and `other`.

    The dimensions in `self` and `other` are merged element-wise,
    according to the rules below:

    ```python
    Dimension(n).merge_with(Dimension(None)) == Dimension(n)
    Dimension(None).merge_with(Dimension(n)) == Dimension(n)
    Dimension(None).merge_with(Dimension(None)) == Dimension(None)
    # raises ValueError for n != m
    Dimension(n).merge_with(Dimension(m))
    ```
    >> ts = tf.TensorShape([1,2])
    >> ot1 = tf.TensorShape([1,2])
    >> ts.merge_with(ot).as_list()
    [1,2]

    >> ot2 = tf.TensorShape([1,None])
    >> ts.merge_with(ot2).as_list()
    [1,2]

    >> ot3 = tf.TensorShape([None, None])
    >> ot3.merge_with(ot2).as_list()
    [1, None]

    Args:
      other: Another `TensorShape`.

    Returns:
      A `TensorShape` containing the combined information of `self` and
      `other`.

    Raises:
      ValueError: If `self` and `other` are not compatible.
    "
tensorflow.TypeSpec.placeholder_value,"Value used for tracing a function signature with this TraceType.

    WARNING: Do not override.

    Args:
      placeholder_context: A class container for context information when
        creating a placeholder value.

    Returns:
      A `CompositeTensor` placeholder whose components are recursively composed
        of placeholders themselves.
    "
tensorflow.Variable.to_proto,"Converts a `Variable` to a `VariableDef` protocol buffer.

    Args:
      export_scope: Optional `string`. Name scope to remove.

    Returns:
      A `VariableDef` protocol buffer, or `None` if the `Variable` is not
      in the specified name scope.
    "
tensorflow._api.v2.compat.as_bytes,"Converts `bytearray`, `bytes`, or unicode python input types to `bytes`.

  Uses utf-8 encoding for text by default.

  Args:
    bytes_or_text: A `bytearray`, `bytes`, `str`, or `unicode` object.
    encoding: A string indicating the charset for encoding unicode.

  Returns:
    A `bytes` object.

  Raises:
    TypeError: If `bytes_or_text` is not a binary or unicode string.
  "
tensorflow._api.v2.compat.as_text,"Converts any string-like python input types to unicode.

  Returns the input as a unicode string. Uses utf-8 encoding for text
  by default.

  Args:
    bytes_or_text: A `bytes`, `str`, or `unicode` object.
    encoding: A string indicating the charset for decoding unicode.

  Returns:
    A `unicode` (Python 2) or `str` (Python 3) object.

  Raises:
    TypeError: If `bytes_or_text` is not a binary or unicode string.
  "
tensorflow._api.v2.compat.v1.ConditionalAccumulator.num_accumulated,"Number of gradients that have currently been aggregated in accumulator.

    Args:
      name: Optional name for the operation.

    Returns:
      Number of accumulated gradients currently in accumulator.
    "
tensorflow._api.v2.compat.v1.ConditionalAccumulator.take_grad,"Attempts to extract the average gradient from the accumulator.

    The operation blocks until sufficient number of gradients have been
    successfully applied to the accumulator.

    Once successful, the following actions are also triggered:

    - Counter of accumulated gradients is reset to 0.
    - Aggregated gradient is reset to 0 tensor.
    - Accumulator's internal time step is incremented by 1.

    Args:
      num_required: Number of gradients that needs to have been aggregated
      name: Optional name for the operation

    Returns:
      A tensor holding the value of the average gradient.

    Raises:
      InvalidArgumentError: If num_required < 1
    "
tensorflow._api.v2.compat.v1.ConditionalAccumulatorBase.num_accumulated,"Number of gradients that have currently been aggregated in accumulator.

    Args:
      name: Optional name for the operation.

    Returns:
      Number of accumulated gradients currently in accumulator.
    "
tensorflow._api.v2.compat.v1.DeviceSpec.from_string,"Construct a `DeviceSpec` from a string.

    Args:
      spec: a string of the form
       /job:<name>/replica:<id>/task:<id>/device:CPU:<id> or
       /job:<name>/replica:<id>/task:<id>/device:GPU:<id> as cpu and gpu are
         mutually exclusive. All entries are optional.

    Returns:
      A DeviceSpec.
    "
tensorflow._api.v2.compat.v1.DeviceSpec.replace,"Convenience method for making a new DeviceSpec by overriding fields.

    For instance:
    ```
    my_spec = DeviceSpec=(job=""my_job"", device=""CPU"")
    my_updated_spec = my_spec.replace(device=""GPU"")
    my_other_spec = my_spec.replace(device=None)
    ```

    Args:
      **kwargs: This method takes the same args as the DeviceSpec constructor

    Returns:
      A DeviceSpec with the fields specified in kwargs overridden.
    "
tensorflow._api.v2.compat.v1.FIFOQueue.dequeue,"Dequeues one element from this queue.

    If the queue is empty when this operation executes, it will block
    until there is an element to dequeue.

    At runtime, this operation may raise an error if the queue is
    `tf.QueueBase.close` before or during its execution. If the
    queue is closed, the queue is empty, and there are no pending
    enqueue operations that can fulfill this request,
    `tf.errors.OutOfRangeError` will be raised. If the session is
    `tf.Session.close`,
    `tf.errors.CancelledError` will be raised.

    >>> q = tf.queue.FIFOQueue(capacity=2, dtypes=tf.int32)
    >>> q.enqueue(1)
    >>> q.enqueue(2)
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=1>
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=2>

    Args:
      name: A name for the operation (optional).

    Returns:
      The tuple of tensors that was dequeued.
    "
tensorflow._api.v2.compat.v1.FIFOQueue.from_list,"Create a queue using the queue reference from `queues[index]`.

    Args:
      index: An integer scalar tensor that determines the input that gets
        selected.
      queues: A list of `QueueBase` objects.

    Returns:
      A `QueueBase` object.

    Raises:
      TypeError: When `queues` is not a list of `QueueBase` objects,
        or when the data types of `queues` are not all the same.
    "
tensorflow._api.v2.compat.v1.FIFOQueue.size,"Compute the number of elements in this queue.

    >>> q = tf.queue.FIFOQueue(capacity=10, dtypes=tf.int32)
    >>> q.enqueue_many(tf.constant([1, 2, 3, 4], dtype=tf.int32))
    >>> q.size()
    <tf.Tensor: shape=(), dtype=int32, numpy=4>

    Args:
      name: A name for the operation (optional).

    Returns:
      A scalar tensor containing the number of elements in this queue.
    "
tensorflow._api.v2.compat.v1.PaddingFIFOQueue.dequeue,"Dequeues one element from this queue.

    If the queue is empty when this operation executes, it will block
    until there is an element to dequeue.

    At runtime, this operation may raise an error if the queue is
    `tf.QueueBase.close` before or during its execution. If the
    queue is closed, the queue is empty, and there are no pending
    enqueue operations that can fulfill this request,
    `tf.errors.OutOfRangeError` will be raised. If the session is
    `tf.Session.close`,
    `tf.errors.CancelledError` will be raised.

    >>> q = tf.queue.FIFOQueue(capacity=2, dtypes=tf.int32)
    >>> q.enqueue(1)
    >>> q.enqueue(2)
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=1>
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=2>

    Args:
      name: A name for the operation (optional).

    Returns:
      The tuple of tensors that was dequeued.
    "
tensorflow._api.v2.compat.v1.PaddingFIFOQueue.from_list,"Create a queue using the queue reference from `queues[index]`.

    Args:
      index: An integer scalar tensor that determines the input that gets
        selected.
      queues: A list of `QueueBase` objects.

    Returns:
      A `QueueBase` object.

    Raises:
      TypeError: When `queues` is not a list of `QueueBase` objects,
        or when the data types of `queues` are not all the same.
    "
tensorflow._api.v2.compat.v1.PaddingFIFOQueue.size,"Compute the number of elements in this queue.

    >>> q = tf.queue.FIFOQueue(capacity=10, dtypes=tf.int32)
    >>> q.enqueue_many(tf.constant([1, 2, 3, 4], dtype=tf.int32))
    >>> q.size()
    <tf.Tensor: shape=(), dtype=int32, numpy=4>

    Args:
      name: A name for the operation (optional).

    Returns:
      A scalar tensor containing the number of elements in this queue.
    "
tensorflow._api.v2.compat.v1.PriorityQueue.dequeue,"Dequeues one element from this queue.

    If the queue is empty when this operation executes, it will block
    until there is an element to dequeue.

    At runtime, this operation may raise an error if the queue is
    `tf.QueueBase.close` before or during its execution. If the
    queue is closed, the queue is empty, and there are no pending
    enqueue operations that can fulfill this request,
    `tf.errors.OutOfRangeError` will be raised. If the session is
    `tf.Session.close`,
    `tf.errors.CancelledError` will be raised.

    >>> q = tf.queue.FIFOQueue(capacity=2, dtypes=tf.int32)
    >>> q.enqueue(1)
    >>> q.enqueue(2)
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=1>
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=2>

    Args:
      name: A name for the operation (optional).

    Returns:
      The tuple of tensors that was dequeued.
    "
tensorflow._api.v2.compat.v1.PriorityQueue.from_list,"Create a queue using the queue reference from `queues[index]`.

    Args:
      index: An integer scalar tensor that determines the input that gets
        selected.
      queues: A list of `QueueBase` objects.

    Returns:
      A `QueueBase` object.

    Raises:
      TypeError: When `queues` is not a list of `QueueBase` objects,
        or when the data types of `queues` are not all the same.
    "
tensorflow._api.v2.compat.v1.PriorityQueue.size,"Compute the number of elements in this queue.

    >>> q = tf.queue.FIFOQueue(capacity=10, dtypes=tf.int32)
    >>> q.enqueue_many(tf.constant([1, 2, 3, 4], dtype=tf.int32))
    >>> q.size()
    <tf.Tensor: shape=(), dtype=int32, numpy=4>

    Args:
      name: A name for the operation (optional).

    Returns:
      A scalar tensor containing the number of elements in this queue.
    "
tensorflow._api.v2.compat.v1.QueueBase.dequeue,"Dequeues one element from this queue.

    If the queue is empty when this operation executes, it will block
    until there is an element to dequeue.

    At runtime, this operation may raise an error if the queue is
    `tf.QueueBase.close` before or during its execution. If the
    queue is closed, the queue is empty, and there are no pending
    enqueue operations that can fulfill this request,
    `tf.errors.OutOfRangeError` will be raised. If the session is
    `tf.Session.close`,
    `tf.errors.CancelledError` will be raised.

    >>> q = tf.queue.FIFOQueue(capacity=2, dtypes=tf.int32)
    >>> q.enqueue(1)
    >>> q.enqueue(2)
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=1>
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=2>

    Args:
      name: A name for the operation (optional).

    Returns:
      The tuple of tensors that was dequeued.
    "
tensorflow._api.v2.compat.v1.QueueBase.from_list,"Create a queue using the queue reference from `queues[index]`.

    Args:
      index: An integer scalar tensor that determines the input that gets
        selected.
      queues: A list of `QueueBase` objects.

    Returns:
      A `QueueBase` object.

    Raises:
      TypeError: When `queues` is not a list of `QueueBase` objects,
        or when the data types of `queues` are not all the same.
    "
tensorflow._api.v2.compat.v1.QueueBase.size,"Compute the number of elements in this queue.

    >>> q = tf.queue.FIFOQueue(capacity=10, dtypes=tf.int32)
    >>> q.enqueue_many(tf.constant([1, 2, 3, 4], dtype=tf.int32))
    >>> q.size()
    <tf.Tensor: shape=(), dtype=int32, numpy=4>

    Args:
      name: A name for the operation (optional).

    Returns:
      A scalar tensor containing the number of elements in this queue.
    "
tensorflow._api.v2.compat.v1.RandomShuffleQueue.dequeue,"Dequeues one element from this queue.

    If the queue is empty when this operation executes, it will block
    until there is an element to dequeue.

    At runtime, this operation may raise an error if the queue is
    `tf.QueueBase.close` before or during its execution. If the
    queue is closed, the queue is empty, and there are no pending
    enqueue operations that can fulfill this request,
    `tf.errors.OutOfRangeError` will be raised. If the session is
    `tf.Session.close`,
    `tf.errors.CancelledError` will be raised.

    >>> q = tf.queue.FIFOQueue(capacity=2, dtypes=tf.int32)
    >>> q.enqueue(1)
    >>> q.enqueue(2)
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=1>
    >>> q.dequeue()
    <tf.Tensor: shape=(), dtype=int32, numpy=2>

    Args:
      name: A name for the operation (optional).

    Returns:
      The tuple of tensors that was dequeued.
    "
tensorflow._api.v2.compat.v1.RandomShuffleQueue.from_list,"Create a queue using the queue reference from `queues[index]`.

    Args:
      index: An integer scalar tensor that determines the input that gets
        selected.
      queues: A list of `QueueBase` objects.

    Returns:
      A `QueueBase` object.

    Raises:
      TypeError: When `queues` is not a list of `QueueBase` objects,
        or when the data types of `queues` are not all the same.
    "
tensorflow._api.v2.compat.v1.RandomShuffleQueue.size,"Compute the number of elements in this queue.

    >>> q = tf.queue.FIFOQueue(capacity=10, dtypes=tf.int32)
    >>> q.enqueue_many(tf.constant([1, 2, 3, 4], dtype=tf.int32))
    >>> q.size()
    <tf.Tensor: shape=(), dtype=int32, numpy=4>

    Args:
      name: A name for the operation (optional).

    Returns:
      A scalar tensor containing the number of elements in this queue.
    "
tensorflow._api.v2.compat.v1.SparseConditionalAccumulator.num_accumulated,"Number of gradients that have currently been aggregated in accumulator.

    Args:
      name: Optional name for the operation.

    Returns:
      Number of accumulated gradients currently in accumulator.
    "
tensorflow._api.v2.compat.v1.SparseConditionalAccumulator.take_grad,"Attempts to extract the average gradient from the accumulator.

    The operation blocks until sufficient number of gradients have been
    successfully applied to the accumulator.

    Once successful, the following actions are also triggered:
    - Counter of accumulated gradients is reset to 0.
    - Aggregated gradient is reset to 0 tensor.
    - Accumulator's internal time step is incremented by 1.

    Args:
      num_required: Number of gradients that needs to have been aggregated
      name: Optional name for the operation

    Returns:
      A tuple of indices, values, and shape representing the average gradient.

    Raises:
      InvalidArgumentError: If `num_required` < 1
    "
tensorflow._api.v2.compat.v1.SparseConditionalAccumulator.take_indexed_slices_grad,"Attempts to extract the average gradient from the accumulator.

    The operation blocks until sufficient number of gradients have been
    successfully applied to the accumulator.

    Once successful, the following actions are also triggered:
    - Counter of accumulated gradients is reset to 0.
    - Aggregated gradient is reset to 0 tensor.
    - Accumulator's internal time step is incremented by 1.

    Args:
      num_required: Number of gradients that needs to have been aggregated
      name: Optional name for the operation

    Returns:
      An `IndexedSlices` holding the value of the average gradient.

    Raises:
      InvalidArgumentError: If `num_required` < 1
    "
tensorflow._api.v2.compat.v1.Variable.to_proto,"Converts a `Variable` to a `VariableDef` protocol buffer.

    Args:
      export_scope: Optional `string`. Name scope to remove.

    Returns:
      A `VariableDef` protocol buffer, or `None` if the `Variable` is not
      in the specified name scope.
    "
tensorflow.python.platform.flags.DEFINE_alias,"Defines an alias flag for an existing one.

  Args:
    name: str, the flag name.
    original_name: str, the original flag name.
    flag_values: :class:`FlagValues`, the FlagValues instance with which the
      flag will be registered. This should almost never need to be overridden.
    module_name: A string, the name of the module that defines this flag.

  Returns:
    a handle to defined flag.

  Raises:
    flags.FlagError:
      UnrecognizedFlagError: if the referenced flag doesn't exist.
      DuplicateFlagError: if the alias name has been used by some existing flag.
  "
tensorflow.python.platform.flags.DEFINE_flag,"Registers a :class:`Flag` object with a :class:`FlagValues` object.

  By default, the global :const:`FLAGS` ``FlagValue`` object is used.

  Typical users will use one of the more specialized DEFINE_xxx
  functions, such as :func:`DEFINE_string` or :func:`DEFINE_integer`.  But
  developers who need to create :class:`Flag` objects themselves should use
  this function to register their flags.

  Args:
    flag: :class:`Flag`, a flag that is key to the module.
    flag_values: :class:`FlagValues`, the ``FlagValues`` instance with which the
      flag will be registered. This should almost never need to be overridden.
    module_name: str, the name of the Python module declaring this flag. If not
      provided, it will be computed using the stack trace of this call.
    required: bool, is this a required flag. This must be used as a keyword
      argument.

  Returns:
    a handle to defined flag.
  "
tensorflow.python.platform.flags.DuplicateFlagError.from_flag,"Creates a DuplicateFlagError by providing flag name and values.

    Args:
      flagname: str, the name of the flag being redefined.
      flag_values: :class:`FlagValues`, the FlagValues instance containing the
        first definition of flagname.
      other_flag_values: :class:`FlagValues`, if it is not None, it should be
        the FlagValues object where the second definition of flagname occurs.
        If it is None, we assume that we're being called when attempting to
        create the flag a second time, and we use the module calling this one
        as the source of the second definition.

    Returns:
      An instance of DuplicateFlagError.
    "
tensorflow.python.platform.flags.EnumClassParser.parse,"Determines validity of argument and returns the correct element of enum.

    Args:
      argument: str or Enum class member, the supplied flag value.

    Returns:
      The first matching Enum class member in Enum class.

    Raises:
      ValueError: Raised when argument didn't match anything in enum.
    "
tensorflow.python.platform.flags.EnumParser.parse,"Determines validity of argument and returns the correct element of enum.

    Args:
      argument: str, the supplied flag value.

    Returns:
      The first matching element from enum_values.

    Raises:
      ValueError: Raised when argument didn't match anything in enum.
    "
tensorflow.python.platform.flags.FlagValues.get_flags_for_module,"Returns the list of flags defined by a module.

    Args:
      module: module|str, the module to get flags from.

    Returns:
      [Flag], a new list of Flag instances.  Caller may update this list as
      desired: none of those changes will affect the internals of this
      FlagValue instance.
    "
tensorflow.python.platform.flags.FlagValues.get_key_flags_for_module,"Returns the list of key flags for a module.

    Args:
      module: module|str, the module to get key flags from.

    Returns:
      [Flag], a new list of Flag instances.  Caller may update this list as
      desired: none of those changes will affect the internals of this
      FlagValue instance.
    "
tensorflow.python.platform.flags.FlagValues.module_help,"Describes the key flags of a module.

    Args:
      module: module|str, the module to describe the key flags for.

    Returns:
      str, describing the key flags of a module.
    "
tensorflow.python.platform.flags.text_wrap,"Wraps a given text to a maximum line length and returns it.

  It turns lines that only contain whitespace into empty lines, keeps new lines,
  and expands tabs using 4 spaces.

  Args:
    text: str, text to wrap.
    length: int, maximum length of a line, includes indentation.
        If this is None then use get_help_width()
    indent: str, indent for all but first line.
    firstline_indent: str, indent for first line; if None, fall back to indent.

  Returns:
    str, the wrapped text.

  Raises:
    ValueError: Raised if indent or firstline_indent not shorter than length.
  "
tensorflow.python.util.tf_decorator.unwrap,"Unwraps an object into a list of TFDecorators and a final target.

  Args:
    maybe_tf_decorator: Any callable object.

  Returns:
    A tuple whose first element is an list of TFDecorator-derived objects that
    were applied to the final callable target, and whose second element is the
    final undecorated callable target. If the `maybe_tf_decorator` parameter is
    not decorated by any TFDecorators, the first tuple element will be an empty
    list. The `TFDecorator` list is ordered from outermost to innermost
    decorators.
  "
tensorflow._api.v2.compat.v1.compat.as_bytes,"Converts `bytearray`, `bytes`, or unicode python input types to `bytes`.

  Uses utf-8 encoding for text by default.

  Args:
    bytes_or_text: A `bytearray`, `bytes`, `str`, or `unicode` object.
    encoding: A string indicating the charset for encoding unicode.

  Returns:
    A `bytes` object.

  Raises:
    TypeError: If `bytes_or_text` is not a binary or unicode string.
  "
tensorflow._api.v2.compat.v1.compat.as_text,"Converts any string-like python input types to unicode.

  Returns the input as a unicode string. Uses utf-8 encoding for text
  by default.

  Args:
    bytes_or_text: A `bytes`, `str`, or `unicode` object.
    encoding: A string indicating the charset for decoding unicode.

  Returns:
    A `unicode` (Python 2) or `str` (Python 3) object.

  Raises:
    TypeError: If `bytes_or_text` is not a binary or unicode string.
  "
